title,app_id,app_type,developer,publisher,platforms,technologies,last_changenumber,last_record_update,release_date,positive_reviews_per,total_reviews,player_count_now,multiplayer,steam_trading_cards,valve_anti_cheat,in_app_purchases,steam_workshop,cloud_gaming,cross_platform_multiplayer,stats,remote_play_on_phone,remote_play_on_tablet,sys_date,href
Grounded 2,2661300,Game,"Obsidian Entertainment , Eidos-Montréal",Xbox Game Studios,Windows,Unreal Engine,31906804,26 October 2025 – 08:25:08 UTC ( ),29 July 2025 – 17:06:00 UTC ( ),79.16,15185,,1,0,0,0,0,1,0,0,0,0,2025-10-26T11:13:26.317521,https://steamdb.info/app/2661300/charts/
Total War: WARHAMMER II,594570,Game,"CREATIVE ASSEMBLY , Feral Interactive (Mac) , Feral Interactive (Linux)","SEGA , Feral Interactive (Mac) , Feral Interactive (Linux)",Windows macOS Linux,"Warscape Engine , EpicOnlineServices SDK",31755926,19 October 2025 – 20:33:38 UTC ( ),28 September 2017 – 07:00:00 UTC ( ),92.32,124780,,1,1,0,0,1,1,0,0,0,0,2025-10-26T11:14:01.586856,https://steamdb.info/app/594570/charts/
The Elder Scrolls IV: Oblivion Remastered,2623190,Game,"Bethesda Game Studios , Virtuos",Bethesda Softworks,Windows,"Unreal Engine , EpicOnlineServices SDK",31861288,23 October 2025 – 14:28:49 UTC ( ),22 April 2025 – 15:01:00 UTC ( ),77.59,60243,,0,1,0,0,0,1,0,0,0,0,2025-10-26T11:15:20.061270,https://steamdb.info/app/2623190/charts/
ROMANCE OF THE THREE KINGDOMS XIV,872410,Game,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Windows,,31543176,8 October 2025 – 07:33:09 UTC ( ),16 January 2020 – 01:01:00 UTC ( ),62.68,15412,,0,1,0,0,0,0,0,0,0,0,2025-10-26T11:17:04.773575,https://steamdb.info/app/872410/charts/
Northgard,466560,Game,Shiro Games,Shiro Games,Windows macOS Linux,"HashLink Engine , Heaps Engine , EpicOnlineServices SDK",31881723,24 October 2025 – 12:14:30 UTC ( ),7 March 2018 – 14:58:00 UTC ( ),85.98,66349,,1,1,0,0,1,1,0,0,0,0,2025-10-26T11:17:52.418462,https://steamdb.info/app/466560/charts/
Marvel’s Spider-Man Remastered,1817070,Game,"Insomniac Games , Nixxes Software",PlayStation Publishing LLC,Windows,,31563179,9 October 2025 – 03:15:28 UTC ( ),12 August 2022 – 14:57:00 UTC ( ),95.94,118166,,0,0,0,0,0,0,0,0,0,0,2025-10-26T11:19:28.050416,https://steamdb.info/app/1817070/charts/
My Summer Car,516750,Game,Amistech Games,Amistech Games,Windows,Unity Engine,31724192,17 October 2025 – 09:53:01 UTC ( ),8 January 2025 – 21:36:55 UTC ( ),94.61,98325,,0,1,0,0,0,1,0,0,0,0,2025-10-26T11:21:05.551726,https://steamdb.info/app/516750/charts/
RISK: Global Domination,1128810,Game,SMG Studio,SMG Studio,Windows macOS,Unity Engine,31882457,24 October 2025 – 12:58:22 UTC ( ),19 February 2020 – 20:24:00 UTC ( ),79.7,39768,,1,0,0,1,0,1,0,0,0,0,2025-10-26T11:22:14.029542,https://steamdb.info/app/1128810/charts/
The Riftbreaker,780310,Game,EXOR Studios,"EXOR Studios , Surefire.Games",Windows,,31836793,22 October 2025 – 12:26:06 UTC ( ),14 October 2021 – 08:00:46 UTC ( ),90.51,20553,,1,1,0,0,1,1,0,0,0,0,2025-10-26T11:23:15.949362,https://steamdb.info/app/780310/charts/
Remnant II,1282100,Game,Gunfire Games,Arc Games,Windows,"Unreal Engine , EpicOnlineServices SDK",31621782,12 October 2025 – 11:15:42 UTC ( ),25 July 2023 – 17:00:00 UTC ( ),82.95,62832,,1,0,0,0,0,1,0,0,0,0,2025-10-26T11:24:04.340032,https://steamdb.info/app/1282100/charts/
Human Fall Flat,477160,Game,No Brakes Games,Curve Games,Windows macOS,Unity Engine,31884813,24 October 2025 – 14:55:51 UTC ( ),22 July 2016 – 16:58:00 UTC ( ),94.63,217436,,1,1,0,0,1,0,0,0,0,0,2025-10-26T11:26:28.390486,https://steamdb.info/app/477160/charts/
Metaphor: ReFantazio,2679460,Game,ATLUS,SEGA,Windows,,31828202,22 October 2025 – 02:32:24 UTC ( ),11 October 2024 – 03:58:00 UTC ( ),90.29,37589,,0,1,0,0,0,0,0,0,0,0,2025-10-26T11:28:34.261406,https://steamdb.info/app/2679460/charts/
Jurassic World Evolution 2,1244460,Game,Frontier Developments,Frontier Developments,Windows,Cobra Engine,31125024,15 September 2025 – 21:07:31 UTC ( ),9 November 2021 – 13:59:46 UTC ( ),90.08,43586,,0,0,0,0,0,1,0,1,0,0,2025-10-26T11:29:29.693264,https://steamdb.info/app/1244460/charts/
Cuphead,268910,Game,Studio MDHR Entertainment Inc.,Studio MDHR Entertainment Inc.,Windows macOS,Unity Engine,31472697,3 October 2025 – 22:16:38 UTC ( ),29 September 2017 – 12:57:00 UTC ( ),96.28,196437,,1,1,0,0,0,1,0,0,0,0,2025-10-26T11:31:14.586972,https://steamdb.info/app/268910/charts/
Celeste,504230,Game,"Maddy Makes Games Inc. , Extremely OK Games, Ltd.",Maddy Makes Games Inc.,Windows macOS Linux,"FNA Engine , MonoGame Engine , XNA Engine",31626069,12 October 2025 – 19:15:18 UTC ( ),25 January 2018 – 16:38:00 UTC ( ),97.43,129768,,0,1,0,0,0,0,0,0,1,1,2025-10-26T11:33:25.801843,https://steamdb.info/app/504230/charts/
DRAGON BALL GEKISHIN SQUADRA,2072560,Game,"GANBARION Co., Ltd.",Bandai Namco Entertainment,Windows,,31875025,24 October 2025 – 05:18:35 UTC ( ),10 September 2025 – 01:00:11 UTC ( ),61.09,6381,,1,0,0,1,0,0,0,0,0,0,2025-10-26T11:35:35.464736,https://steamdb.info/app/2072560/charts/
Farming Simulator 19,787860,Game,Giants Software,Giants Software,Windows macOS,EpicOnlineServices SDK,30632990,17 August 2025 – 04:19:12 UTC ( ),19 November 2018 – 23:00:00 UTC ( ),94.44,75225,,1,1,0,0,0,1,0,0,0,0,2025-10-26T11:36:43.743417,https://steamdb.info/app/787860/charts/
"Warhammer 40,000: Dawn of War - Definitive Edition",3556750,Game,Relic Entertainment,Relic Entertainment,Windows,Essence_Engine Engine,31896985,25 October 2025 – 08:48:36 UTC ( ),14 August 2025 – 16:55:00 UTC ( ),79.54,7731,,1,0,0,0,0,1,0,0,0,0,2025-10-26T11:37:58.681845,https://steamdb.info/app/3556750/charts/
Insurgency: Sandstorm,581320,Game,New World Interactive,Focus Entertainment,Windows,"EasyAntiCheat AntiCheat , Unreal Engine , EpicOnlineServices SDK",31901526,25 October 2025 – 17:59:29 UTC ( ),12 December 2018 – 17:00:00 UTC ( ),84.91,129097,,1,1,0,0,0,1,0,0,0,0,2025-10-26T11:39:22.615925,https://steamdb.info/app/581320/charts/
STORY OF SEASONS: Grand Bazaar,2508780,Game,Marvelous Inc.,"XSEED Games , Marvelous USA, Inc. , Marvelous Europe",Windows,Unity Engine,31852177,23 October 2025 – 05:07:58 UTC ( ),27 August 2025 – 16:51:12 UTC ( ),93.29,2353,,0,1,0,0,0,0,0,0,0,0,2025-10-26T11:40:13.867776,https://steamdb.info/app/2508780/charts/
Clicker Heroes,363970,Game,Playsaurus,Playsaurus,Windows macOS,Unity Engine,31086407,12 September 2025 – 19:56:32 UTC ( ),14 May 2015 – 01:05:00 UTC ( ),89.66,61592,,0,1,0,1,0,1,0,1,0,0,2025-10-26T11:42:11.100385,https://steamdb.info/app/363970/charts/
Trackmania,2225070,Game,Nadeo,Ubisoft,Windows,"GameBox Engine , Ubisoft Launcher",31865546,23 October 2025 – 17:44:49 UTC ( ),2 February 2023 – 17:50:11 UTC ( ),77.44,17948,,1,0,0,0,0,1,1,0,0,0,2025-10-26T11:44:26.028034,https://steamdb.info/app/2225070/charts/
Mad Max,234140,Game,Avalanche Studios,"Warner Bros. Games , Warner Bros. Interactive Entertainment",Windows macOS Linux,ApexEngine Engine,29835896,1 July 2025 – 05:07:36 UTC ( ),2 October 2015 – 04:00:00 UTC ( ),92.25,85453,,0,1,0,0,0,0,0,0,1,1,2025-10-26T11:46:13.139050,https://steamdb.info/app/234140/charts/
Totally Accurate Battle Simulator,508440,Game,Landfall,Landfall,Windows macOS,"Unity Engine , EpicOnlineServices SDK",29956005,8 July 2025 – 19:44:52 UTC ( ),1 April 2021 – 18:00:00 UTC ( ),97.83,139994,,1,0,0,0,0,1,0,0,1,1,2025-10-26T11:47:41.657893,https://steamdb.info/app/508440/charts/
Feed The Cups,2336220,Game,Vambear Games,IndieArk,Windows macOS,Godot Engine,31896942,25 October 2025 – 08:42:32 UTC ( ),21 February 2024 – 07:57:20 UTC ( ),30.79,13672,,1,0,0,0,0,0,0,0,0,0,2025-10-26T11:48:22.703330,https://steamdb.info/app/2336220/charts/
Days Gone,1259420,Game,Bend Studio,PlayStation Publishing LLC,Windows,Unreal Engine,31690142,15 October 2025 – 18:05:46 UTC ( ),18 May 2021 – 04:00:00 UTC ( ),92.73,106954,,0,0,0,0,0,0,0,0,0,0,2025-10-26T11:49:27.710467,https://steamdb.info/app/1259420/charts/
Stay Out,1180380,Game,MOBITECH LLC,MOBITECH LLC,Windows,"EasyAntiCheat AntiCheat , EpicOnlineServices SDK",31854792,23 October 2025 – 08:35:24 UTC ( ),27 November 2019 – 08:24:00 UTC ( ),67.03,27620,,1,0,0,1,0,1,0,0,0,1,2025-10-26T11:51:39.666158,https://steamdb.info/app/1180380/charts/
MARVEL SNAP,1997040,Game,"Second Dinner Studios, Inc.",,Windows,Unity Engine,31667259,14 October 2025 – 17:01:28 UTC ( ),22 August 2023 – 18:00:58 UTC ( ),73.03,33672,,1,0,0,1,0,0,1,0,0,0,2025-10-26T11:52:34.583840,https://steamdb.info/app/1997040/charts/
MyDockFinder,1787090,Application,MyDockFinder,MyDockFinder,Windows,,31752369,19 October 2025 – 12:46:20 UTC ( ),26 November 2021 – 01:00:29 UTC ( ),71.78,6141,,0,0,0,0,1,0,0,0,0,0,2025-10-26T11:53:30.602420,https://steamdb.info/app/1787090/charts/
Mafia III: Definitive Edition,360430,Game,"Hangar 13 , Aspyr (Mac)","2K , Aspyr (Mac)",Windows macOS,,31097014,13 September 2025 – 19:01:17 UTC ( ),26 October 2016 – 17:00:00 UTC ( ),57.13,59834,,0,1,0,0,0,1,0,0,0,1,2025-10-26T11:55:04.260496,https://steamdb.info/app/360430/charts/
Half-Life 2,220,Game,Valve,Valve,Windows macOS Linux,Source Engine,31896336,25 October 2025 – 07:11:59 UTC ( ),16 November 2004 – 08:00:00 UTC ( ),97.6,255387,,0,1,0,0,1,1,0,0,0,0,2025-10-26T11:56:58.217150,https://steamdb.info/app/220/charts/
FINAL FANTASY VII REBIRTH,2909400,Game,Square Enix,Square Enix,Windows,Unreal Engine,31905330,26 October 2025 – 03:19:12 UTC ( ),23 January 2025 – 14:01:11 UTC ( ),76.22,23946,,0,1,0,0,0,0,0,0,0,0,2025-10-26T11:57:38.457699,https://steamdb.info/app/2909400/charts/
Slime Rancher 2,1657630,Game,Monomi Park,Monomi Park,Windows,"Unity Engine , EpicOnlineServices SDK",31895838,25 October 2025 – 05:49:47 UTC ( ),23 September 2025 – 17:00:17 UTC ( ),93.89,37812,,0,1,0,0,0,1,0,0,0,0,2025-10-26T11:59:35.830488,https://steamdb.info/app/1657630/charts/
House Flipper,613100,Game,Empyrean,"Frozen District , PlayWay S.A.",Windows macOS,Unity Engine,31859109,23 October 2025 – 12:41:38 UTC ( ),17 May 2018 – 14:58:00 UTC ( ),94.14,98961,,0,1,0,0,1,1,0,0,0,1,2025-10-26T12:01:00.181706,https://steamdb.info/app/613100/charts/
F1® 24,2488620,Game,Codemasters,Electronic Arts,Windows,"EA_AntiCheat AntiCheat , TheiaAntiTamper AntiCheat",30525720,11 August 2025 – 09:58:42 UTC ( ),31 May 2024 – 15:00:00 UTC ( ),73.53,17957,,1,0,0,1,1,0,0,0,0,0,2025-10-26T12:02:23.301586,https://steamdb.info/app/2488620/charts/
Backpack Battles,2427700,Game,PlayWithFurcifer,"IndieArk , Shochiku (Japan)",Windows Linux,Godot Engine,31847998,22 October 2025 – 23:19:32 UTC ( ),13 June 2025 – 16:59:52 UTC ( ),91.11,17642,,1,1,0,0,0,1,0,0,0,0,2025-10-26T12:04:33.549639,https://steamdb.info/app/2427700/charts/
Heroes of Hammerwatch II,619820,Game,Crackshell,Team17,Windows,,31905028,26 October 2025 – 02:25:33 UTC ( ),14 January 2025 – 22:17:50 UTC ( ),83.94,5045,,1,1,0,0,0,0,0,0,0,0,2025-10-26T12:05:31.058273,https://steamdb.info/app/619820/charts/
Slots & Daggers,3631290,Game,Friedemann,Future Friends Games,Windows macOS,Unity Engine,31908152,26 October 2025 – 11:19:11 UTC ( ),24 October 2025 – 16:03:42 UTC ( ),94.33,776,,0,0,0,0,0,1,0,0,0,0,2025-10-26T12:06:32.935226,https://steamdb.info/app/3631290/charts/
觅长生,1189490,Game,Chalcedony Network,Chalcedony Network,Windows,Unity Engine,30810605,27 August 2025 – 15:13:45 UTC ( ),13 January 2023 – 04:00:45 UTC ( ),93.23,29765,,0,0,0,0,1,0,0,0,0,0,2025-10-26T12:08:02.477773,https://steamdb.info/app/1189490/charts/
NBA 2K24,2338770,Game,Visual Concepts,2K,Windows,,29010947,15 May 2025 – 20:24:39 UTC ( ),8 September 2023 – 04:00:00 UTC ( ),31.57,43908,,1,0,0,1,0,0,0,0,0,0,2025-10-26T12:08:59.847174,https://steamdb.info/app/2338770/charts/
DYNASTY WARRIORS: ORIGINS,2384580,Game,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Windows,,31872345,24 October 2025 – 01:30:59 UTC ( ),17 January 2025 – 01:00:00 UTC ( ),93.35,24184,,0,1,0,0,0,0,0,0,0,0,2025-10-26T12:11:21.615855,https://steamdb.info/app/2384580/charts/
DEATH STRANDING DIRECTOR'S CUT,1850570,Game,KOJIMA PRODUCTIONS,505 Games,Windows,,31793731,20 October 2025 – 13:53:03 UTC ( ),30 March 2022 – 14:29:00 UTC ( ),92.79,52759,,0,1,0,0,0,0,0,0,0,0,2025-10-26T12:12:39.505247,https://steamdb.info/app/1850570/charts/
Wallpaper Play,3413340,Application,QuDong,QuDong,Windows,Electron Container,31430817,2 October 2025 – 02:12:49 UTC ( ),11 April 2025 – 08:27:00 UTC ( ),87.58,314,,0,0,0,1,1,0,0,0,0,0,2025-10-26T12:13:21.680655,https://steamdb.info/app/3413340/charts/
Sultan's Game,3117820,Game,Double Cross,2P Games,Windows macOS,Unity Engine,31736364,17 October 2025 – 21:53:41 UTC ( ),31 March 2025 – 03:00:18 UTC ( ),94.81,27609,,0,1,0,0,1,1,0,0,0,0,2025-10-26T12:15:08.610736,https://steamdb.info/app/3117820/charts/
Football Manager 2022,1569040,Game,Sports Interactive,SEGA,Windows macOS,EpicOnlineServices SDK,28988182,14 May 2025 – 19:26:28 UTC ( ),9 November 2021 – 19:00:00 UTC ( ),92.57,21486,,1,0,0,0,0,0,0,0,0,0,2025-10-26T12:16:09.177493,https://steamdb.info/app/1569040/charts/
Rock 'N' Roll Defense,438480,Game,NukGames,NukGames,Windows,"GameMaker Engine , Unity Engine",31814665,21 October 2025 – 11:53:42 UTC ( ),10 August 2016 – 15:57:53 UTC ( ),87.18,3042,,0,1,0,0,0,0,0,0,0,0,2025-10-26T12:17:36.586865,https://steamdb.info/app/438480/charts/
Against the Storm,1336490,Game,Eremite Games,Hooded Horse,Windows,"Unity Engine , EpicOnlineServices SDK",31847995,22 October 2025 – 23:19:29 UTC ( ),8 December 2023 – 15:52:00 UTC ( ),94.81,33200,,0,1,0,0,0,1,0,0,0,0,2025-10-26T12:19:41.263944,https://steamdb.info/app/1336490/charts/
ASTRONEER,361420,Game,System Era Softworks,System Era Softworks,Windows,Unreal Engine,31906358,26 October 2025 – 07:02:40 UTC ( ),6 February 2019 – 05:00:00 UTC ( ),92.11,131982,,1,0,0,0,0,1,0,0,0,1,2025-10-26T12:21:30.828335,https://steamdb.info/app/361420/charts/
Battle Brothers,365360,Game,Overhype Studios,Overhype Studios,Windows,,30270210,27 July 2025 – 08:10:22 UTC ( ),24 March 2017 – 16:50:00 UTC ( ),88.04,25222,,0,1,0,0,0,1,0,0,0,1,2025-10-26T12:22:26.362023,https://steamdb.info/app/365360/charts/
Chivalry 2,1824220,Game,Torn Banner Studios,Tripwire Presents,Windows,"EasyAntiCheat AntiCheat , Unreal Engine , EpicOnlineServices SDK",31889574,24 October 2025 – 19:20:00 UTC ( ),12 June 2022 – 13:55:00 UTC ( ),79.8,50509,,1,1,0,1,0,1,1,0,0,0,2025-10-26T12:24:01.950797,https://steamdb.info/app/1824220/charts/
Crown and Adventure,3098140,Game,C3D Games,Luckycalf,Windows,,31906488,26 October 2025 – 07:27:09 UTC ( ),23 October 2025 – 02:48:19 UTC ( ),55.81,620,,0,0,0,0,0,0,0,0,0,0,2025-10-26T12:25:08.673381,https://steamdb.info/app/3098140/charts/
Brick Rigs,552100,Game,Fluppisoft GmbH,Fluppisoft GmbH,Windows Linux,Unreal Engine,31724957,17 October 2025 – 10:34:54 UTC ( ),14 July 2023 – 17:20:02 UTC ( ),94.69,52764,,1,1,0,0,1,1,0,0,0,0,2025-10-26T12:26:11.113866,https://steamdb.info/app/552100/charts/
Car Dealer Simulator,2404880,Game,Garage Monkeys,Garage Monkeys,Windows,"Unreal Engine , EpicOnlineServices SDK",31899359,25 October 2025 – 14:18:23 UTC ( ),29 May 2025 – 16:47:32 UTC ( ),87.52,4632,,0,0,0,0,0,1,0,0,0,0,2025-10-26T12:28:19.273433,https://steamdb.info/app/2404880/charts/
9 Kings,2784470,Game,Sad Socket,"Hooded Horse , INSTINCT3",Windows macOS,Unity Engine,31847069,22 October 2025 – 22:04:35 UTC ( ),23 May 2025 – 12:55:15 UTC ( ),92.49,14307,,0,1,0,0,0,1,0,0,0,0,2025-10-26T12:29:42.834125,https://steamdb.info/app/2784470/charts/
Assassin's Creed Unity,289650,Game,Ubisoft,Ubisoft,Windows,"UbisoftAnvil Engine , Ubisoft Launcher",30458287,7 August 2025 – 00:17:59 UTC ( ),11 November 2014 – 08:00:00 UTC ( ),78.05,77781,,1,0,0,1,0,1,0,0,0,0,2025-10-26T12:30:45.047534,https://steamdb.info/app/289650/charts/
Blue Prince,1569580,Game,Dogubomb,Raw Fury,Windows macOS,Unity Engine,31834546,22 October 2025 – 10:12:22 UTC ( ),10 April 2025 – 13:56:40 UTC ( ),86.32,11926,,0,0,0,0,0,1,0,0,0,0,2025-10-26T12:32:38.757696,https://steamdb.info/app/1569580/charts/
Elin,2135150,Game,Lafrontier,Lafrontier,Windows,Unity Engine,31906866,26 October 2025 – 08:35:37 UTC ( ),1 November 2024 – 07:00:01 UTC ( ),93.5,7564,,1,0,0,0,1,0,0,0,0,0,2025-10-26T12:34:20.701560,https://steamdb.info/app/2135150/charts/
Sid Meier's Civilization IV: Beyond the Sword,8800,Game,Firaxis Games,2K,Windows macOS,,28969298,13 May 2025 – 22:23:39 UTC ( ),24 July 2007 – 20:00:00 UTC ( ),96.19,4746,,0,0,0,0,0,0,0,0,0,0,2025-10-26T12:36:25.694062,https://steamdb.info/app/8800/charts/
DARK SOULS™ II: Scholar of the First Sin,335300,Game,"FromSoftware, Inc.","Bandai Namco Entertainment , FromSoftware, Inc.",Windows,,31905025,26 October 2025 – 02:25:12 UTC ( ),1 April 2015 – 22:00:00 UTC ( ),84.0,121307,,1,0,0,0,0,0,0,0,1,1,2025-10-26T12:37:40.435765,https://steamdb.info/app/335300/charts/
Crusader Kings II,203770,Game,Paradox Development Studio,Paradox Interactive,Windows macOS Linux,Clausewitz Engine,28970158,13 May 2025 – 23:37:41 UTC ( ),14 February 2012 – 18:00:00 UTC ( ),89.91,74266,,1,1,0,0,0,1,0,0,0,0,2025-10-26T12:38:44.684474,https://steamdb.info/app/203770/charts/
Tokyo Xtreme Racer,2634950,Game,"Genki Co., Ltd.","Genki Co., Ltd.",Windows,Unreal Engine,31877893,24 October 2025 – 08:46:18 UTC ( ),25 September 2025 – 02:24:15 UTC ( ),94.13,13418,,0,0,0,0,0,1,0,0,0,0,2025-10-26T12:40:04.264441,https://steamdb.info/app/2634950/charts/
GUILTY GEAR -STRIVE-,1384160,Game,Arc System Works,Arc System Works,Windows,"Unreal Engine , EpicOnlineServices SDK",31857012,23 October 2025 – 10:41:09 UTC ( ),11 June 2021 – 06:58:00 UTC ( ),88.19,62226,,1,0,0,0,0,1,0,0,0,0,2025-10-26T12:41:54.135407,https://steamdb.info/app/1384160/charts/
Planet Coaster 2,2688950,Game,Frontier Developments,Frontier Developments,Windows,Cobra Engine,31890262,24 October 2025 – 20:06:03 UTC ( ),6 November 2024 – 14:59:29 UTC ( ),69.96,11274,,1,1,0,0,0,1,0,0,0,0,2025-10-26T12:43:45.224761,https://steamdb.info/app/2688950/charts/
The Last of Us™ Part I,1888930,Game,"Naughty Dog LLC , Iron Galaxy Studios",PlayStation Publishing LLC,Windows,EpicOnlineServices SDK,31273405,23 September 2025 – 23:16:40 UTC ( ),28 March 2023 – 14:58:00 UTC ( ),81.64,90067,,0,1,0,0,0,0,0,0,0,0,2025-10-26T12:44:50.287044,https://steamdb.info/app/1888930/charts/
Firestone - Online Idle RPG,1013320,Game,Holyday Studios,Holyday Studios,Windows macOS Linux,"Unity Engine , EpicOnlineServices SDK",31861925,23 October 2025 – 15:01:44 UTC ( ),1 April 2024 – 09:13:28 UTC ( ),77.27,6433,,1,1,0,1,0,0,0,0,0,0,2025-10-26T12:45:33.306751,https://steamdb.info/app/1013320/charts/
Disco Elysium,632470,Game,ZA/UM,ZA/UM,Windows macOS,"Unity Engine , EpicOnlineServices SDK",31897985,25 October 2025 – 11:19:43 UTC ( ),15 October 2019 – 16:01:00 UTC ( ),92.93,118036,,0,1,0,0,0,1,0,0,0,1,2025-10-26T12:46:19.357420,https://steamdb.info/app/632470/charts/
Hero's Land,2349820,Game,钢之直男工作室,Orienjoy,Windows,"Electron Container , Cocos Engine",31880354,24 October 2025 – 10:53:59 UTC ( ),18 May 2023 – 01:00:00 UTC ( ),54.49,44763,,1,0,0,1,0,0,0,0,0,0,2025-10-26T12:47:04.944927,https://steamdb.info/app/2349820/charts/
Infection Free Zone,1465460,Game,Jutsu Games,Games Operators,Windows,Unity Engine,31907558,26 October 2025 – 09:56:24 UTC ( ),11 April 2024 – 16:51:00 UTC ( ),79.92,15795,,0,0,0,0,1,1,0,0,0,0,2025-10-26T12:48:34.416661,https://steamdb.info/app/1465460/charts/
Lies of P,1627720,Game,NEOWIZ,NEOWIZ,Windows macOS,Unreal Engine,31479473,4 October 2025 – 11:37:49 UTC ( ),18 September 2023 – 14:42:00 UTC ( ),91.9,67907,,0,0,0,0,0,0,0,0,0,0,2025-10-26T12:50:04.931115,https://steamdb.info/app/1627720/charts/
The Crew Motorfest,2698940,Game,Ubisoft Ivory Tower,Ubisoft,Windows,"BattlEye AntiCheat , Ubisoft Launcher",31851108,23 October 2025 – 03:25:03 UTC ( ),18 April 2024 – 17:00:00 UTC ( ),78.02,11670,,1,0,0,1,0,1,0,0,0,0,2025-10-26T12:51:36.754802,https://steamdb.info/app/2698940/charts/
CarX Drift Racing Online,635260,Game,"CarX Technologies, LLC","CarX Technologies, LLC",Windows,"Unity Engine , EpicOnlineServices SDK",31903935,25 October 2025 – 23:19:39 UTC ( ),17 November 2017 – 17:21:00 UTC ( ),95.22,85297,,1,1,0,0,1,0,0,0,0,0,2025-10-26T12:54:07.585356,https://steamdb.info/app/635260/charts/
Don't Starve,219740,Game,Klei Entertainment,Klei Entertainment,Windows macOS Linux,,31173273,18 September 2025 – 05:52:11 UTC ( ),23 April 2013 – 17:00:00 UTC ( ),96.6,111107,,0,1,0,0,1,1,0,0,1,1,2025-10-26T12:55:33.176689,https://steamdb.info/app/219740/charts/
Farm Together 2,2418520,Game,Milkstone Studios,Milkstone Studios,Windows macOS,Unity Engine,31816736,21 October 2025 – 13:51:20 UTC ( ),30 May 2025 – 16:58:54 UTC ( ),92.89,4234,,1,1,0,0,0,1,0,0,0,0,2025-10-26T12:57:29.868693,https://steamdb.info/app/2418520/charts/
Stoneshard,625960,Game,Ink Stains Games,HypeTrain Digital,Windows Linux,GameMaker Engine,31656358,14 October 2025 – 07:15:35 UTC ( ),6 February 2020 – 18:08:00 UTC ( ),74.34,31788,,0,0,0,0,0,1,0,0,1,1,2025-10-26T12:58:21.528559,https://steamdb.info/app/625960/charts/
MechWarrior 5: Mercenaries,784080,Game,Piranha Games Inc.,Piranha Games Inc.,Windows,"Unreal Engine , EpicOnlineServices SDK",31907847,26 October 2025 – 10:27:59 UTC ( ),27 May 2021 – 00:00:00 UTC ( ),84.71,13778,,1,0,0,0,1,1,0,0,0,0,2025-10-26T12:58:57.553660,https://steamdb.info/app/784080/charts/
Bellwright,1812450,Game,Donkey Crew,"Donkey Crew , Snail Games USA",Windows,Unreal Engine,31908629,26 October 2025 – 12:26:47 UTC ( ),23 April 2024 – 12:00:00 UTC ( ),81.0,13557,,1,0,0,0,0,1,0,0,0,0,2025-10-26T13:00:03.613397,https://steamdb.info/app/1812450/charts/
Tom Clancy's Ghost Recon® Wildlands,460930,Game,"Ubisoft Paris , Ubisoft Annecy , Ubisoft Bucharest , Ubisoft Montpellier , Ubisoft Milan , Reflections , Ubisoft Belgrade",Ubisoft,,"EasyAntiCheat AntiCheat , UbisoftAnvil Engine , Ubisoft Launcher",31484365,4 October 2025 – 21:13:04 UTC ( ),7 March 2017 – 05:00:00 UTC ( ),79.76,99442,,1,1,0,1,0,1,0,0,0,0,2025-10-26T13:00:59.824141,https://steamdb.info/app/460930/charts/
